"Observation_ID","mukey","cokey","drainagecl","comppct_r","compname","taxclname","taxsubgrp","sand050","sand150","rockdepth","comppct_l","comppct_h","compkind","majcompflag","otherph","localphase","slope_l","slope_r","slope_h","slopelenusle_l","slopelenusle_r","slopelenusle_h","runoff","tfact","wei","weg","erocl","earthcovkind1","earthcovkind2","hydricon","hydricrating","elev_l","elev_r","elev_h","aspectccwise","aspectrep","aspectcwise","geomdesc","albedodry_l","albedodry_r","albedodry_h","airtempa_l","airtempa_r","airtempa_h","map_l","map_r","map_h","reannualprecip_l","reannualprecip_r","reannualprecip_h","ffd_l","ffd_r","ffd_h","nirrcapcl","nirrcapscl","nirrcapunit","irrcapcl","irrcapscl","irrcapunit","cropprodindex","constreeshrubgrp","wndbrksuitgrp","rsprod_l","rsprod_r","rsprod_h","foragesuitgrpid","wlgrain","wlgrass","wlherbaceous","wlshrub","wlconiferous","wlhardwood","wlwetplant","wlshallowwat","wlrangeland","wlopenland","wlwoodland","wlwetland","soilslippot","frostact","initsub_l","initsub_r","initsub_h","totalsub_l","totalsub_r","totalsub_h","hydgrp","corcon","corsteel","taxorder","taxsuborder","taxgrtgroup","taxpartsize","taxpartsizemod","taxceactcl","taxreaction","taxtempcl","taxmoistscl","taxtempregime","soiltaxedition","castorieindex","flecolcomnum","flhe","flphe","flsoilleachpot","flsoirunoffpot","fltemik2use","fltriumph2use","indraingrp","innitrateleachi","misoimgmtgrp","vasoimgtgrp","pmkind","pmorigin","landform","mntn","hill","trce","flats","shapeacross","shapedown","slopeshape","hillslopeprof","areasymbol","lkey","musym","muname","mukind","mustatus","invesintens","muacres","farmlndcl","flood","pH50","carbdepth","ocean","lake","wet","moist","dry","mucky","sandy","rock","coastal","salty","dysic","calcareous","euic"
"GRR.GJS.2020.1",186249,"21324355","Poorly drained",92,"Parkhill","Fine-loamy, mixed, semiactive, nonacid, mesic Mollic Endoaquepts","Mollic Endoaquepts",43.38,42.46,500,85,100,"Taxadjunct","Yes",NA,"non dense till subsoil",0,1,2,30,61,91,"Negligible",5,48,"5","None - deposition","Crop cover","Row crop","Wooded under natural conditions","Yes",207,247.399993896484,287,NA,NA,NA,"depressions on till plains, drainageways on till plains, depressions on moraines on till plains, drainageways on moraines on till plains",NA,0.170000001788139,NA,5,9,11,770,900,1040,NA,NA,NA,110,175,200,2,"w",NA,NA,NA,NA,NA,"1a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,0,0,0,"C/D","Low","High","Inceptisols","Aquepts","Endoaquepts","fine-loamy","not used","semiactive","nonacid","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5c",NA,"Till",NA,"depressions on moraines",NA,"Base Slope",NA,NA,"Concave and Linear","Concave and Linear","CC and CL and LL","Toeslope","MI045","11611","Pr","Parkhill loam, non dense till subsoil, 0 to 2 percent slopes","Consociation",NA,"Order 2",26354,"Prime farmland if drained",0,7.11600014686584,77,789237.996547273,111738.247070549,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2015.30",186232,"21324358","Very poorly drained",90,"Houghton","Euic, mesic Typic Haplosaprists","Typic Haplosaprists",0,0,500,85,100,"Series","Yes",NA,NA,0,0,1,30,30,61,"Negligible",2,134,"2","None - deposition","Tree cover","Intermixed conifers and hardwoods","Wooded under natural conditions","Yes",176,258,416,NA,NA,NA,"-- Error in Exists On --",NA,0.0599999986588955,NA,6,9,11,780,900,1040,NA,NA,NA,125,160,205,5,"w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",15,31,46,30,62,91,"A/D","Moderate","High","Histosols","Saprists","Haplosaprists","not used","not used","not used","euic","mesic","Typic","mesic","eleventh edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"Mc",NA,"Herbaceous organic material",NA,"depressions on moraines",NA,"Base Slope",NA,NA,"Linear","Concave","CL","Toeslope","MI045","11611","Ho","Houghton muck, 0 to 1 percent slopes","Consociation",NA,"Order 2",16339,"Farmland of local importance",0,5.92000007629395,NA,777983.980655068,121909.419160506,1,0,0,1,0,0,0,0,0,0,1
"GRR.GJS.2017.6",186224,"21324368","Somewhat poorly drained",46,"Capac","Fine-loamy, mixed, active, mesic Aquic Glossudalfs","Aquic Glossudalfs",45.52,44.5066666666667,500,35,50,"Series","Yes",NA,NA,1,2,4,30,91,91,"Medium",5,56,"4L","None - deposition","Crop cover","Row crop",NA,"No",215,259,302,NA,NA,NA,"till plains, moraines on till plains",NA,0.170000001788139,NA,6,9,11,770,900,1040,NA,NA,NA,140,160,200,2,"e",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"C/D","Low","High","Alfisols","Udalfs","Glossudalfs","fine-loamy","not used","active","not used","mesic","Aquic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5b",NA,"Till",NA,"moraines",NA,"Base Slope",NA,NA,"Linear","Linear","LL","Footslope","MI045","11611","CbB","Capac-Marlette loams, 1 to 6 percent slopes","Complex",NA,"Order 2",35617,"Prime farmland if drained",0,6.67399991989136,80,790733.644445115,101149.955739458,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2017.6",186224,"21324369","Moderately well drained",41,"Marlette","Fine-loamy, mixed, semiactive, mesic Oxyaquic Glossudalfs","Oxyaquic Glossudalfs",45.32,44.44,500,40,50,"Series","Yes",NA,NA,1,4,6,46,55,91,"Medium",5,56,"4L","None - deposition","Crop cover","Row crop",NA,"No",215,259,302,NA,NA,NA,"till plains, moraines on till plains",NA,0.300000011920929,NA,6,9,11,770,900,1040,NA,NA,NA,140,160,200,2,"e",NA,NA,NA,NA,NA,"1h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"C/D","Low","High","Alfisols","Udalfs","Glossudalfs","fine-loamy","not used","semiactive","not used","mesic","Oxyaquic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5a",NA,"Till",NA,"moraines",NA,"Head Slope and Interfluve and Nose Slope and Side Slope",NA,NA,"Linear","Linear","LL","Backslope and Shoulder and Summit","MI045","11611","CbB","Capac-Marlette loams, 1 to 6 percent slopes","Complex",NA,"Order 2",35617,"Prime farmland if drained",0,6.36999999046326,92,790733.644445115,101149.955739458,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2020.2",186236,"21324311","Moderately well drained",90,"Marlette","Fine-loamy, mixed, semiactive, mesic Oxyaquic Glossudalfs","Oxyaquic Glossudalfs",45.32,44.44,500,85,95,"Series","Yes",NA,NA,2,4,6,NA,55,NA,"Medium",5,56,"4L","None - deposition","Crop cover","Row crop",NA,"No",228,265,302,NA,NA,NA,"till plains, moraines on till plains",NA,0.300000011920929,NA,6,9,11,770,900,1040,NA,NA,NA,140,160,200,2,"e",NA,NA,NA,NA,NA,"1h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"C/D","Low","High","Alfisols","Udalfs","Glossudalfs","fine-loamy","not used","semiactive","not used","mesic","Oxyaquic","mesic","eleventh edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5a",NA,"Till",NA,"moraines",NA,"Head Slope and Interfluve and Nose Slope and Side Slope",NA,NA,"Linear","Linear","LL","Backslope and Shoulder and Summit","MI045","11611","MaB","Marlette loam, 2 to 6 percent slopes","Consociation",NA,"Order 2",70188,"All areas are prime farmland",0,6.36999999046326,92,789296.829882207,111795.642954743,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2020.3",186236,"21324311","Moderately well drained",90,"Marlette","Fine-loamy, mixed, semiactive, mesic Oxyaquic Glossudalfs","Oxyaquic Glossudalfs",45.32,44.44,500,85,95,"Series","Yes",NA,NA,2,4,6,NA,55,NA,"Medium",5,56,"4L","None - deposition","Crop cover","Row crop",NA,"No",228,265,302,NA,NA,NA,"till plains, moraines on till plains",NA,0.300000011920929,NA,6,9,11,770,900,1040,NA,NA,NA,140,160,200,2,"e",NA,NA,NA,NA,NA,"1h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"C/D","Low","High","Alfisols","Udalfs","Glossudalfs","fine-loamy","not used","semiactive","not used","mesic","Oxyaquic","mesic","eleventh edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5a",NA,"Till",NA,"moraines",NA,"Head Slope and Interfluve and Nose Slope and Side Slope",NA,NA,"Linear","Linear","LL","Backslope and Shoulder and Summit","MI045","11611","MaB","Marlette loam, 2 to 6 percent slopes","Consociation",NA,"Order 2",70188,"All areas are prime farmland",0,6.36999999046326,92,789348.319578923,111781.769916948,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2019.11",186248,"21324372","Very poorly drained",92,"Palms","Loamy, mixed, euic, mesic Terric Haplosaprists","Terric Haplosaprists",0,13.1666666666667,500,85,100,"Series","Yes",NA,NA,0,1,1,30,61,61,"Negligible",1,134,"2","None - deposition","Tree cover","Intermixed conifers and hardwoods","Wooded under natural conditions","Yes",213,271,330,NA,NA,NA,"depressions on outwash plains on outwash plains, drainageways on outwash plains on outwash plains, swamps on outwash plains on outwash plains, depressions on moraines on till plains, drainageways on moraines on till plains, swamps on moraines on till plains, depressions on till plains on till plains, drainageways on till plains on till plains, swamps on till plains on till plains",NA,0.0199999995529652,NA,6,9,11,770,900,1040,NA,NA,NA,140,175,230,5,"w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",18,27,36,36,53,71,"B/D","High","High","Histosols","Saprists","Haplosaprists","loamy","not used","not used","euic","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"3c",NA,"Herbaceous organic material over Drift",NA,"depressions on moraines",NA,"Base Slope",NA,NA,"Concave and Linear","Concave and Linear","CC and CL and LL","Toeslope","MI045","11611","Pa","Palms muck, 0 to 1 percent slopes","Consociation",NA,"Order 2",4731,"Farmland of local importance",0,5.34600014686584,71,790536.177833976,98124.0533323086,1,0,0,1,0,0,0,0,1,0,0
"GRR.GJS.2019.13",186248,"21324372","Very poorly drained",92,"Palms","Loamy, mixed, euic, mesic Terric Haplosaprists","Terric Haplosaprists",0,13.1666666666667,500,85,100,"Series","Yes",NA,NA,0,1,1,30,61,61,"Negligible",1,134,"2","None - deposition","Tree cover","Intermixed conifers and hardwoods","Wooded under natural conditions","Yes",213,271,330,NA,NA,NA,"depressions on outwash plains on outwash plains, drainageways on outwash plains on outwash plains, swamps on outwash plains on outwash plains, depressions on moraines on till plains, drainageways on moraines on till plains, swamps on moraines on till plains, depressions on till plains on till plains, drainageways on till plains on till plains, swamps on till plains on till plains",NA,0.0199999995529652,NA,6,9,11,770,900,1040,NA,NA,NA,140,175,230,5,"w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",18,27,36,36,53,71,"B/D","High","High","Histosols","Saprists","Haplosaprists","loamy","not used","not used","euic","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"3c",NA,"Herbaceous organic material over Drift",NA,"depressions on moraines",NA,"Base Slope",NA,NA,"Concave and Linear","Concave and Linear","CC and CL and LL","Toeslope","MI045","11611","Pa","Palms muck, 0 to 1 percent slopes","Consociation",NA,"Order 2",4731,"Farmland of local importance",0,5.34600014686584,71,790394.025169028,98252.8015518386,1,0,0,1,0,0,0,0,1,0,0
"GRR.GJS.2016.57",186237,"21324317","Well drained",90,"Filer","Fine-loamy, mixed, semiactive, mesic Haplic Glossudalfs","Haplic Glossudalfs",44.72,44.24,500,85,95,"Series","Yes",NA,NA,6,9,12,NA,38,NA,"High",5,56,"4L","None - deposition","Crop cover","Row crop",NA,"No",219,260.899993896484,303,NA,NA,NA,"till plains, moraines on till plains",NA,0.300000011920929,NA,6,9,11,770,900,1040,NA,NA,NA,140,160,200,3,"e",NA,NA,NA,NA,NA,"1h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"C","Low","Low","Alfisols","Udalfs","Glossudalfs","fine-loamy","not used","semiactive","not used","mesic","Typic","mesic","eleventh edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5a",NA,"Till",NA,"moraines",NA,"Head Slope and Nose Slope and Side Slope",NA,NA,"Linear","Convex and Linear","LL and VL","Backslope","MI045","11611","MaC","Filer loam, 6 to 12 percent slopes","Consociation",NA,"Order 2",20844,"Farmland of local importance",0,6.38800000190735,92,790441.813927164,104025.706678557,0,0,1,0,0,0,0,0,0,0,1
"GRR.GJS.2019.10",186226,"21324203","Poorly drained",85,"Colwood","Fine-loamy, mixed, mesic Typic Haplaquolls","Typic Haplaquolls",32.2959998321533,29.7993328730265,500,NA,NA,"Series","Yes","MAAT<50,DRAINED",NA,0,1,2,30,45,60,"Medium",5,56,"4L",NA,NA,NA,"Wooded under natural conditions","Yes",183,320,457,NA,NA,NA,"lake plains",NA,0.159999996423721,NA,7,8,9,750,838,925,NA,NA,NA,140,145,150,2,"w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,NA,NA,NA,"C/D","Low","High","Mollisols","Aquolls","Haplaquolls","fine-loamy",NA,NA,"not used","mesic",NA,"mesic",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5c-s",NA,"Glaciolacustrine deposits",NA,"lake plains",NA,NA,NA,"Talf","Linear","Linear","LL",NA,"MI045","11611","Co","Colwood loam","Consociation",NA,"Order 2",9773,"Prime farmland if drained",0,7,91,790543.608705697,98047.2424930687,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2018.33",186250,"21324330","Poorly drained",93,"Sebewa","Fine-loamy over sandy or sandy-skeletal, mixed, superactive, mesic Typic Argiaquolls","Typic Argiaquolls",44.16,64.62,500,90,95,"Series","Yes",NA,NA,0,1,2,NA,61,NA,"Negligible",3,48,"5","None - deposition","Crop cover","Row crop","Wooded under natural conditions","Yes",212,266,321,NA,NA,NA,"drainageways on outwash plains, drainageways on moraines on till plains",NA,0.230000004172325,NA,6,9,11,770,900,1040,NA,NA,NA,140,160,200,2,"w",NA,NA,NA,NA,NA,"1a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,0,0,0,"B/D","Low","High","Mollisols","Aquolls","Argiaquolls","fine-loamy over sandy or sandy-skeletal","not used","superactive","not used","mesic","Typic","mesic","eleventh edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"3/5c",NA,"Drift over Outwash",NA,"drainageways on moraines",NA,"Base Slope",NA,NA,"Linear","Concave and Linear","CL and LL","Footslope and Toeslope","MI045","11611","Sb","Sebewa loam, 0 to 2 percent slopes","Consociation",NA,"Order 2",9864,"Prime farmland if drained",0,6.7839999294281,85,767279.467509507,123706.07608336,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2018.36",186249,"21324355","Poorly drained",92,"Parkhill","Fine-loamy, mixed, semiactive, nonacid, mesic Mollic Endoaquepts","Mollic Endoaquepts",43.38,42.46,500,85,100,"Taxadjunct","Yes",NA,"non dense till subsoil",0,1,2,30,61,91,"Negligible",5,48,"5","None - deposition","Crop cover","Row crop","Wooded under natural conditions","Yes",207,247.399993896484,287,NA,NA,NA,"depressions on till plains, drainageways on till plains, depressions on moraines on till plains, drainageways on moraines on till plains",NA,0.170000001788139,NA,5,9,11,770,900,1040,NA,NA,NA,110,175,200,2,"w",NA,NA,NA,NA,NA,"1a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,0,0,0,"C/D","Low","High","Inceptisols","Aquepts","Endoaquepts","fine-loamy","not used","semiactive","nonacid","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5c",NA,"Till",NA,"depressions on moraines",NA,"Base Slope",NA,NA,"Concave and Linear","Concave and Linear","CC and CL and LL","Toeslope","MI045","11611","Pr","Parkhill loam, non dense till subsoil, 0 to 2 percent slopes","Consociation",NA,"Order 2",26354,"Prime farmland if drained",0,7.11600014686584,77,766616.237307211,124000.622965047,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2018.37",186249,"21324355","Poorly drained",92,"Parkhill","Fine-loamy, mixed, semiactive, nonacid, mesic Mollic Endoaquepts","Mollic Endoaquepts",43.38,42.46,500,85,100,"Taxadjunct","Yes",NA,"non dense till subsoil",0,1,2,30,61,91,"Negligible",5,48,"5","None - deposition","Crop cover","Row crop","Wooded under natural conditions","Yes",207,247.399993896484,287,NA,NA,NA,"depressions on till plains, drainageways on till plains, depressions on moraines on till plains, drainageways on moraines on till plains",NA,0.170000001788139,NA,5,9,11,770,900,1040,NA,NA,NA,110,175,200,2,"w",NA,NA,NA,NA,NA,"1a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,0,0,0,"C/D","Low","High","Inceptisols","Aquepts","Endoaquepts","fine-loamy","not used","semiactive","nonacid","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5c",NA,"Till",NA,"depressions on moraines",NA,"Base Slope",NA,NA,"Concave and Linear","Concave and Linear","CC and CL and LL","Toeslope","MI045","11611","Pr","Parkhill loam, non dense till subsoil, 0 to 2 percent slopes","Consociation",NA,"Order 2",26354,"Prime farmland if drained",0,7.11600014686584,77,766776.193422871,123858.110500598,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2017.24",186249,"21324355","Poorly drained",92,"Parkhill","Fine-loamy, mixed, semiactive, nonacid, mesic Mollic Endoaquepts","Mollic Endoaquepts",43.38,42.46,500,85,100,"Taxadjunct","Yes",NA,"non dense till subsoil",0,1,2,30,61,91,"Negligible",5,48,"5","None - deposition","Crop cover","Row crop","Wooded under natural conditions","Yes",207,247.399993896484,287,NA,NA,NA,"depressions on till plains, drainageways on till plains, depressions on moraines on till plains, drainageways on moraines on till plains",NA,0.170000001788139,NA,5,9,11,770,900,1040,NA,NA,NA,110,175,200,2,"w",NA,NA,NA,NA,NA,"1a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,0,0,0,"C/D","Low","High","Inceptisols","Aquepts","Endoaquepts","fine-loamy","not used","semiactive","nonacid","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5c",NA,"Till",NA,"depressions on moraines",NA,"Base Slope",NA,NA,"Concave and Linear","Concave and Linear","CC and CL and LL","Toeslope","MI045","11611","Pr","Parkhill loam, non dense till subsoil, 0 to 2 percent slopes","Consociation",NA,"Order 2",26354,"Prime farmland if drained",0,7.11600014686584,77,784672.406021065,102665.513434238,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2018.17",186232,"21324358","Very poorly drained",90,"Houghton","Euic, mesic Typic Haplosaprists","Typic Haplosaprists",0,0,500,85,100,"Series","Yes",NA,NA,0,0,1,30,30,61,"Negligible",2,134,"2","None - deposition","Tree cover","Intermixed conifers and hardwoods","Wooded under natural conditions","Yes",176,258,416,NA,NA,NA,"-- Error in Exists On --",NA,0.0599999986588955,NA,6,9,11,780,900,1040,NA,NA,NA,125,160,205,5,"w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",15,31,46,30,62,91,"A/D","Moderate","High","Histosols","Saprists","Haplosaprists","not used","not used","not used","euic","mesic","Typic","mesic","eleventh edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"Mc",NA,"Herbaceous organic material",NA,"depressions on moraines",NA,"Base Slope",NA,NA,"Linear","Concave","CL","Toeslope","MI045","11611","Ho","Houghton muck, 0 to 1 percent slopes","Consociation",NA,"Order 2",16339,"Farmland of local importance",0,5.92000007629395,NA,801059.720240192,94309.9088142411,1,0,0,1,0,0,0,0,0,0,1
"GRR.GJS.2018.16",186236,"21324311","Moderately well drained",90,"Marlette","Fine-loamy, mixed, semiactive, mesic Oxyaquic Glossudalfs","Oxyaquic Glossudalfs",45.32,44.44,500,85,95,"Series","Yes",NA,NA,2,4,6,NA,55,NA,"Medium",5,56,"4L","None - deposition","Crop cover","Row crop",NA,"No",228,265,302,NA,NA,NA,"till plains, moraines on till plains",NA,0.300000011920929,NA,6,9,11,770,900,1040,NA,NA,NA,140,160,200,2,"e",NA,NA,NA,NA,NA,"1h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"C/D","Low","High","Alfisols","Udalfs","Glossudalfs","fine-loamy","not used","semiactive","not used","mesic","Oxyaquic","mesic","eleventh edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5a",NA,"Till",NA,"moraines",NA,"Head Slope and Interfluve and Nose Slope and Side Slope",NA,NA,"Linear","Linear","LL","Backslope and Shoulder and Summit","MI045","11611","MaB","Marlette loam, 2 to 6 percent slopes","Consociation",NA,"Order 2",70188,"All areas are prime farmland",0,6.36999999046326,92,756520.64374774,119854.173761772,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2020.4",186250,"21324330","Poorly drained",93,"Sebewa","Fine-loamy over sandy or sandy-skeletal, mixed, superactive, mesic Typic Argiaquolls","Typic Argiaquolls",44.16,64.62,500,90,95,"Series","Yes",NA,NA,0,1,2,NA,61,NA,"Negligible",3,48,"5","None - deposition","Crop cover","Row crop","Wooded under natural conditions","Yes",212,266,321,NA,NA,NA,"drainageways on outwash plains, drainageways on moraines on till plains",NA,0.230000004172325,NA,6,9,11,770,900,1040,NA,NA,NA,140,160,200,2,"w",NA,NA,NA,NA,NA,"1a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,0,0,0,"B/D","Low","High","Mollisols","Aquolls","Argiaquolls","fine-loamy over sandy or sandy-skeletal","not used","superactive","not used","mesic","Typic","mesic","eleventh edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"3/5c",NA,"Drift over Outwash",NA,"drainageways on moraines",NA,"Base Slope",NA,NA,"Linear","Concave and Linear","CL and LL","Footslope and Toeslope","MI045","11611","Sb","Sebewa loam, 0 to 2 percent slopes","Consociation",NA,"Order 2",9864,"Prime farmland if drained",0,6.7839999294281,85,789444.198726632,111766.374653224,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2020.5",186250,"21324330","Poorly drained",93,"Sebewa","Fine-loamy over sandy or sandy-skeletal, mixed, superactive, mesic Typic Argiaquolls","Typic Argiaquolls",44.16,64.62,500,90,95,"Series","Yes",NA,NA,0,1,2,NA,61,NA,"Negligible",3,48,"5","None - deposition","Crop cover","Row crop","Wooded under natural conditions","Yes",212,266,321,NA,NA,NA,"drainageways on outwash plains, drainageways on moraines on till plains",NA,0.230000004172325,NA,6,9,11,770,900,1040,NA,NA,NA,140,160,200,2,"w",NA,NA,NA,NA,NA,"1a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,0,0,0,"B/D","Low","High","Mollisols","Aquolls","Argiaquolls","fine-loamy over sandy or sandy-skeletal","not used","superactive","not used","mesic","Typic","mesic","eleventh edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"3/5c",NA,"Drift over Outwash",NA,"drainageways on moraines",NA,"Base Slope",NA,NA,"Linear","Concave and Linear","CL and LL","Footslope and Toeslope","MI045","11611","Sb","Sebewa loam, 0 to 2 percent slopes","Consociation",NA,"Order 2",9864,"Prime farmland if drained",0,6.7839999294281,85,789510.789065417,111696.815248137,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2020.6",186250,"21324330","Poorly drained",93,"Sebewa","Fine-loamy over sandy or sandy-skeletal, mixed, superactive, mesic Typic Argiaquolls","Typic Argiaquolls",44.16,64.62,500,90,95,"Series","Yes",NA,NA,0,1,2,NA,61,NA,"Negligible",3,48,"5","None - deposition","Crop cover","Row crop","Wooded under natural conditions","Yes",212,266,321,NA,NA,NA,"drainageways on outwash plains, drainageways on moraines on till plains",NA,0.230000004172325,NA,6,9,11,770,900,1040,NA,NA,NA,140,160,200,2,"w",NA,NA,NA,NA,NA,"1a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,0,0,0,"B/D","Low","High","Mollisols","Aquolls","Argiaquolls","fine-loamy over sandy or sandy-skeletal","not used","superactive","not used","mesic","Typic","mesic","eleventh edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"3/5c",NA,"Drift over Outwash",NA,"drainageways on moraines",NA,"Base Slope",NA,NA,"Linear","Concave and Linear","CL and LL","Footslope and Toeslope","MI045","11611","Sb","Sebewa loam, 0 to 2 percent slopes","Consociation",NA,"Order 2",9864,"Prime farmland if drained",0,6.7839999294281,85,789479.54943633,111779.562194351,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2016.34",186226,"21324203","Poorly drained",85,"Colwood","Fine-loamy, mixed, mesic Typic Haplaquolls","Typic Haplaquolls",32.2959998321533,29.7993328730265,500,NA,NA,"Series","Yes","MAAT<50,DRAINED",NA,0,1,2,30,45,60,"Medium",5,56,"4L",NA,NA,NA,"Wooded under natural conditions","Yes",183,320,457,NA,NA,NA,"lake plains",NA,0.159999996423721,NA,7,8,9,750,838,925,NA,NA,NA,140,145,150,2,"w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,NA,NA,NA,"C/D","Low","High","Mollisols","Aquolls","Haplaquolls","fine-loamy",NA,NA,"not used","mesic",NA,"mesic",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5c-s",NA,"Glaciolacustrine deposits",NA,"lake plains",NA,NA,NA,"Talf","Linear","Linear","LL",NA,"MI045","11611","Co","Colwood loam","Consociation",NA,"Order 2",9773,"Prime farmland if drained",0,7,91,784590.30515089,101956.674645974,1,0,0,0,0,0,0,0,0,0,1
